bfid,location_cookie,size,crc,pnfs_path
CDMS154706076900000,0000_000000000_0000011,3305282640,745741681,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/5281D89E-4F07-E911-AB09-14187741208F.root
CDMS154706078700000,0000_000000000_0000012,3296099376,2493091964,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/786B9BE7-1507-E911-BAE4-0CC47A4C8E20.root
CDMS154706081500001,0000_000000000_0000013,3311683952,2713780915,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/5C19A329-1207-E911-98FB-0CC47A7C3610.root
CDMS154706085300001,0000_000000000_0000014,3295350979,2594316908,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/EEDBC6C1-0607-E911-9275-0CC47A4C8E16.root
CDMS154706089800000,0000_000000000_0000015,3278129276,2757890444,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/C033867F-0507-E911-977D-0CC47A7C340E.root
CDMS154706093900000,0000_000000000_0000016,3351960705,763976907,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/ACF3D32C-F006-E911-BB11-0025905A60A0.root
CDMS154706097500000,0000_000000000_0000017,3311296807,201045077,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/4E80A0D4-EC07-E911-A1BE-0025905A60AA.root
CDMS154706101200001,0000_000000000_0000018,3316056682,3501844343,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/88981B44-1F07-E911-A4DB-0025905A6076.root
CDMS154706104100001,0000_000000000_0000019,3273449149,1199797296,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/E0FD9893-1C07-E911-A9BF-0025905B8566.root
CDMS154706105800001,0000_000000000_0000020,3288834704,4044349748,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/3EB0B0DB-0B07-E911-9A8D-0242AC130002.root
CDMS154723790900000,0000_000000000_0000021,3818184170,3956361148,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10002/AA1FF786-DE07-E911-A60C-001E67DDC051.root
CDMS154723792900002,0000_000000000_0000022,3772593797,3454338237,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/280000/42A99B09-9508-E911-8210-782BCB530522.root
CDMS154723794500007,0000_000000000_0000023,3221938375,865662970,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80000/AE60707B-3008-E911-893A-1866DAEB1FCC.root
CDMS154723796400000,0000_000000000_0000024,3782548187,369387171,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80000/D0D5429E-B307-E911-9CFB-001E67DFF609.root
CDMS154723800800000,0000_000000000_0000025,2165867875,1668969534,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00002/387DA224-EF08-E911-8A35-EC0D9A0B32E0.root
CDMS154723888600000,0000_000000000_0000026,2693777394,3024326361,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/280001/5EBB0E6B-CE08-E911-8690-0025905A60A6.root
CDMS154723890500004,0000_000000000_0000027,3773559063,1212245142,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10000/6C330E35-7107-E911-83A9-1866DAEB5C94.root
CDMS154723892600001,0000_000000000_0000028,4272998449,3008405377,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/20001/84971CC7-F907-E911-AD17-0242AC130002.root
CDMS154723894600000,0000_000000000_0000029,3761781394,2420703345,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00001/A0D80832-6808-E911-88AE-0242AC130002.root
CDMS154723896500003,0000_000000000_0000030,3794290200,3567860318,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/20002/1AA59355-5008-E911-A17C-0242AC130002.root
CDMS154723898200001,0000_000000000_0000031,2154056628,1072718134,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10001/E89A3EDD-AA07-E911-B72F-B496910A8690.root
CDMS154723900200003,0000_000000000_0000032,3787966969,4190414694,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10001/080B47B1-BB07-E911-BB26-B083FED3F2E8.root
CDMS154723918400002,0000_000000000_0000033,3787515438,2452782249,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10000/64E762A1-4A07-E911-B7A8-D4AE527F2881.root
CDMS154723986500000,0000_000000000_0000034,2709936463,3517566917,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00001/2C9E561B-F907-E911-B126-001E67DDC254.root
CDMS154724312200006,0000_000000000_0000035,3779328721,177337331,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/90000/9ED0DDEA-2008-E911-9A40-0CC47A4C8ECA.root
CDMS154724314000001,0000_000000000_0000036,3249737869,1223023669,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/280000/D887F349-0B08-E911-A75A-A4BF01013D12.root
CDMS154724315500000,0000_000000000_0000037,2687803319,3186891960,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10002/E2D008ED-3108-E911-98F5-A4BF0126D1BB.root
CDMS154724317400000,0000_000000000_0000038,3792807881,1617796584,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/280000/EC01BF58-A307-E911-8C4D-141877344134.root
CDMS154724549300002,0000_000000000_0000039,3776955915,4111132856,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10000/82E9C501-6207-E911-ACB0-A4BF010114F4.root
CDMS154724551400003,0000_000000000_0000040,3243119391,2148564253,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80000/7A5542F3-CB07-E911-8D26-A4BF01013F8D.root
CDMS154724563900000,0000_000000000_0000041,3813115672,3118029064,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10001/ACA799F8-C707-E911-9E54-001E67DFFB31.root
CDMS154724571000000,0000_000000000_0000042,3264049959,2815490248,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80000/1800BA82-A407-E911-8CFD-001E67DDC2CC.root
CDMS154724572400002,0000_000000000_0000043,2185387103,11979676,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80000/4E45C44C-F507-E911-93D7-001E67A3FBAA.root
CDMS154724573900000,0000_000000000_0000044,2660652069,2536175410,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/280001/04997EC6-C508-E911-93CC-EC0D9A0B3180.root
CDMS154724576400000,0000_000000000_0000045,2704256764,3370122925,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80000/9AE8B89D-8D08-E911-ABE2-90B11C043098.root
CDMS154724578400000,0000_000000000_0000046,3786773703,4263994485,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80000/9CDC0F44-BD08-E911-8C57-EC0D9A0B3330.root
CDMS154724580600014,0000_000000000_0000047,2675566574,1649470221,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/280001/ACD40437-B908-E911-A31A-001E67DFF735.root
CDMS154724584100002,0000_000000000_0000048,3816135137,1102262190,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/20001/882F1B7B-E108-E911-82BF-90B11C06BDDA.root
CDMS154724586300000,0000_000000000_0000049,3776451062,4085982703,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80000/F046C910-C908-E911-8B89-001E67A401B3.root
CDMS154724588300000,0000_000000000_0000050,2172703876,2284826227,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80000/2E7696E8-C107-E911-9475-A4BF01025FF9.root
CDMS154724590900000,0000_000000000_0000051,2702613683,3310459423,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/280001/E43DADED-C208-E911-A9F3-EC0D9A0B3180.root
CDMS154724594200001,0000_000000000_0000052,4290560874,3908695800,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80000/F436151A-6708-E911-880D-EC0D9A0B3350.root
CDMS154724596900000,0000_000000000_0000053,3755129150,3008518734,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/20000/466CF58C-DC08-E911-9E1D-EC0D9A0B33B0.root
CDMS154724600200000,0000_000000000_0000054,3785420175,2594375264,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/20000/E2AFA632-DD08-E911-A3A6-001E67A42A71.root
CDMS154724602000000,0000_000000000_0000055,2489952684,2377581618,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/ZJToMuMuJ_M-50_scales0p5to4_TuneCP5_13TeV_powheg2-minlo-pythia/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/280000/242D3558-5707-E911-AABB-008CFA56D870.root
CDMS154724604200000,0000_000000000_0000056,3784479150,15719016,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/90001/E43DA299-DB08-E911-B2AD-0CC47A4C8E3C.root
CDMS154724605900000,0000_000000000_0000057,2748437802,364338824,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00002/14D961FB-7608-E911-A524-A4BF0102572F.root
CDMS154724607600000,0000_000000000_0000058,2466732604,2542528922,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/ZJToMuMuJ_M-50_scales0p5to4_TuneCP5_13TeV_powheg2-minlo-pythia/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10000/40CC367A-B006-E911-9010-EC0D9A0B3070.root
CDMS154724613000000,0000_000000000_0000059,2692452421,488050393,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/ZJToMuMuJ_M-50_scales0p5to4_TuneCP5_13TeV_powheg2-minlo-pythia/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/CAC00952-D206-E911-BDC8-001E67DFF5D7.root
CDMS154724615200000,0000_000000000_0000060,3757059044,1176452773,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00001/8426DCBB-2408-E911-BFCF-EC0D9A0B3070.root
CDMS154724618600001,0000_000000000_0000061,3786932164,250969352,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00001/7CD20216-6408-E911-A317-001E67DDD348.root
CDMS154724620700001,0000_000000000_0000062,3757866689,574618924,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10001/A29603F4-7307-E911-9560-0026180A8746.root
CDMS154724623400000,0000_000000000_0000063,2715688310,112425679,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10002/5640A937-DC07-E911-84F2-EC0D9A0B3320.root
CDMS154724625100005,0000_000000000_0000064,3221353847,3249544578,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/6641E993-7007-E911-AE34-EC0D9A0B3070.root
CDMS154724640100000,0000_000000000_0000065,4290305687,3660429168,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00001/A66D0333-3108-E911-B898-001517FAAB30.root
CDMS154724641800000,0000_000000000_0000066,2285642189,1756386377,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/ZJToMuMuJ_M-50_scales0p5to4_TuneCP5_13TeV_powheg2-minlo-pythia/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/90000/80D49E52-7C07-E911-9F78-EC0D9A0B33B0.root
CDMS154724643800003,0000_000000000_0000067,3252645376,1343668340,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/90000/6CE95264-9C07-E911-BEBD-001E67DFF7CB.root
CDMS154724644500001,0000_000000000_0000068,411126086,3776500090,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/ZJToMuMuJ_M-50_scales0p5to4_TuneCP5_13TeV_powheg2-minlo-pythia/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/90000/66C789C1-3908-E911-8EA6-EC0D9A0B3330.root
CDMS154724646600003,0000_000000000_0000069,3796636922,1196206431,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/A6344D31-5007-E911-816C-A4BF01013D80.root
CDMS154724648000009,0000_000000000_0000070,2687110651,2643640927,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/80001/443E95EC-E408-E911-ADE0-EC0D9A0B30D0.root
CDMS154724650700001,0000_000000000_0000071,3772947205,4115641674,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/00000/408666F6-B207-E911-A5BC-001E67A402C1.root
CDMS154724655000001,0000_000000000_0000072,3740709696,3489391106,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10001/BA6CD75F-B907-E911-A294-001E67DFF7CB.root
CDMS154724656500001,0000_000000000_0000073,2286115050,2434190136,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/ZJToMuMuJ_M-50_scales0p5to4_TuneCP5_13TeV_powheg2-minlo-pythia/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10000/6A19E1DD-0C07-E911-BE33-EC0D9A0B31B0.root
CDMS154724659500003,0000_000000000_0000074,3227693559,2612526521,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/90000/EEDB171D-9508-E911-8C72-001E67A3E8F9.root
CDMS154724662400001,0000_000000000_0000075,3761571148,1681035008,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/280000/BC564921-3F08-E911-9859-001E67A3EF70.root
CDMS154724664000000,0000_000000000_0000076,2705508760,2807243533,/pnfs/fs/usr/cms/WAX/11/store/mc/RunIILowPUSpring18wmLHEGS/WJetsToLNu_0J_TuneCP5_13TeV-amcatnloFXFX-pythia8/GEN-SIM/94X_mc2017_realistic_v10For2017H_v2_ext1-v1/10000/D0611318-3D07-E911-8811-001E67DDBFF7.root
